URL: /
Timestamp: Sun Jan 15 2023 10:17:24 GMT-0500 (Eastern Standard Time)
::1 - - [09/Feb/2023:16:52:55 +0000] "POST /movies?Username=plaidpeacoat1&Password=Cu2%2323r73y HTTP/1.1" 404 146
::1 - - [09/Feb/2023:16:55:49 +0000] "POST /movies?Username=plaidpeacoat1&Password=Cu2%23r73y HTTP/1.1" 404 146
::1 - - [09/Feb/2023:16:56:20 +0000] "POST /movies?Username=plaidpeacoat1&Password=Cu2%23r73y HTTP/1.1" 404 146
::1 - - [09/Feb/2023:16:56:33 +0000] "POST /movies?Username=plaidpeacoat1&Password=Cu2%23r73y HTTP/1.1" 404 146
::1 - - [09/Feb/2023:16:57:14 +0000] "POST /users?Username=plaidpeacoat1&Password=Cu2%23r73y HTTP/1.1" 400 28
::1 - - [09/Feb/2023:17:01:39 +0000] "GET /movies HTTP/1.1" 401 -
::1 - - [09/Feb/2023:17:03:10 +0000] "GET /movies HTTP/1.1" 401 -
::1 - - [09/Feb/2023:17:03:11 +0000] "GET /movies HTTP/1.1" 401 -
::1 - - [09/Feb/2023:17:03:25 +0000] "GET /movies HTTP/1.1" 401 -
::1 - - [09/Feb/2023:17:03:34 +0000] "GET /movies HTTP/1.1" 401 -
::1 - - [09/Feb/2023:17:04:19 +0000] "GET /login?Username=plaidpeacoat1&Password=Cu2%23r73y HTTP/1.1" 404 144
::1 - - [09/Feb/2023:17:04:34 +0000] "GET /login?Username=plaidpeacoat1&Password=Cu2%23r73y HTTP/1.1" 404 144
::1 - - [09/Feb/2023:17:04:50 +0000] "GET /login?Username=plaidpeacoat1&Password=Cu2%23r73y HTTP/1.1" 404 144
::1 - - [09/Feb/2023:17:05:38 +0000] "GET /movies HTTP/1.1" 401 -
::1 - - [09/Feb/2023:17:05:44 +0000] "GET /movies HTTP/1.1" 401 -
::1 - - [09/Feb/2023:17:06:06 +0000] "GET /movies HTTP/1.1" 401 -
::1 - - [09/Feb/2023:17:06:11 +0000] "GET /movies HTTP/1.1" 401 -
::1 - - [09/Feb/2023:17:12:52 +0000] "GET /movies HTTP/1.1" 401 -
::1 - - [09/Feb/2023:17:12:54 +0000] "GET /movies HTTP/1.1" 401 -
::1 - - [13/Feb/2023:18:53:50 +0000] "GET /movies HTTP/1.1" 401 -
::1 - - [13/Feb/2023:18:54:52 +0000] "GET /movies HTTP/1.1" 401 -
::1 - - [13/Feb/2023:18:55:09 +0000] "GET /movies HTTP/1.1" 401 -
::1 - - [13/Feb/2023:18:57:46 +0000] "GET /movies HTTP/1.1" 401 -
::1 - - [13/Feb/2023:18:58:15 +0000] "POST /movies?Username=plaidpeacoat1&Password=Cu2%23r73y HTTP/1.1" 404 146
::1 - - [13/Feb/2023:18:58:28 +0000] "POST /users HTTP/1.1" 500 136
::1 - - [13/Feb/2023:18:59:14 +0000] "POST /login?Username=plaidpeacoat1&Password=Cu2%23r73y HTTP/1.1" 200 603
::1 - - [13/Feb/2023:18:59:51 +0000] "GET /movies HTTP/1.1" 201 7713
::1 - - [13/Feb/2023:19:01:11 +0000] "GET /movies/director/Quintin%20Tarantino HTTP/1.1" 404 174
::1 - - [13/Feb/2023:19:01:26 +0000] "GET /movies/director/Johnathan%20Demme HTTP/1.1" 404 172
::1 - - [13/Feb/2023:19:01:40 +0000] "GET /movies/director/Johnathan HTTP/1.1" 404 164
::1 - - [13/Feb/2023:19:02:06 +0000] "GET /movies/director/Quentin%20Tarantino HTTP/1.1" 404 174
::1 - - [13/Feb/2023:19:02:30 +0000] "GET /movies/genre/Thriller HTTP/1.1" 200 177
::1 - - [13/Feb/2023:19:02:56 +0000] "GET /movies/The%20Lion%20King HTTP/1.1" 200 911
::1 - - [13/Feb/2023:19:03:45 +0000] "GET /movies/director/roger%20allers HTTP/1.1" 404 169
::1 - - [13/Feb/2023:19:04:01 +0000] "GET /movies/director/roger%20allers HTTP/1.1" 404 169
::1 - - [13/Feb/2023:19:04:10 +0000] "GET /movies/roger%20allers HTTP/1.1" 200 4
::1 - - [13/Feb/2023:19:04:17 +0000] "GET /movies/director HTTP/1.1" 200 4
::1 - - [13/Feb/2023:19:04:26 +0000] "GET /movies/directors/roger%20allers HTTP/1.1" 500 57
::1 - - [13/Feb/2023:19:04:48 +0000] "GET /movies/directors/Roger%20Allers HTTP/1.1" 200 335
::1 - - [14/Feb/2023:11:27:46 +0000] "POST /users HTTP/1.1" 500 43
::1 - - [14/Feb/2023:11:29:10 +0000] "POST /users HTTP/1.1" 500 43
::1 - - [14/Feb/2023:11:30:18 +0000] "POST /users HTTP/1.1" 500 43
::1 - - [14/Feb/2023:11:30:39 +0000] "POST /users HTTP/1.1" 201 183
127.0.0.1 - - [14/Feb/2023:21:24:06 +0000] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [14/Feb/2023:21:24:15 +0000] "GET /movies HTTP/1.1" 201 7713
127.0.0.1 - - [14/Feb/2023:21:25:07 +0000] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [14/Feb/2023:21:25:49 +0000] "GET / HTTP/1.1" 200 -
::1 - - [06/May/2023:16:40:48 +0000] "GET /movies HTTP/1.1" 200 7593
::1 - - [06/May/2023:16:40:48 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [06/May/2023:16:40:57 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [06/May/2023:16:47:02 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [06/May/2023:16:49:58 +0000] "GET /movies HTTP/1.1" - -
::1 - - [06/May/2023:16:50:07 +0000] "GET /movies HTTP/1.1" 200 7593
::1 - - [06/May/2023:16:50:07 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [06/May/2023:16:50:13 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [06/May/2023:16:52:03 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [06/May/2023:16:53:09 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [06/May/2023:16:54:26 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [06/May/2023:16:54:30 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [06/May/2023:16:54:42 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [10/May/2023:17:25:01 +0000] "GET /movies HTTP/1.1" 200 7593
::1 - - [10/May/2023:17:29:08 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [10/May/2023:17:29:31 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [10/May/2023:17:31:18 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [10/May/2023:17:31:23 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [10/May/2023:17:31:35 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [10/May/2023:17:37:19 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [10/May/2023:17:37:44 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [10/May/2023:17:38:08 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [10/May/2023:17:42:56 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [10/May/2023:17:43:48 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [10/May/2023:17:44:25 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [10/May/2023:17:47:56 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [10/May/2023:17:48:10 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [10/May/2023:17:49:15 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [10/May/2023:17:53:55 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [10/May/2023:17:54:55 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [10/May/2023:17:59:16 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [10/May/2023:18:00:36 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [10/May/2023:18:00:48 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [10/May/2023:21:12:12 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [10/May/2023:21:12:19 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [10/May/2023:21:14:29 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [10/May/2023:21:15:08 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [10/May/2023:21:16:32 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [10/May/2023:21:16:47 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [13/May/2023:16:24:04 +0000] "GET /movies HTTP/1.1" 200 7593
::1 - - [13/May/2023:16:25:08 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [13/May/2023:16:26:42 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [13/May/2023:16:28:55 +0000] "GET /movies HTTP/1.1" 401 -
::1 - - [13/May/2023:16:31:22 +0000] "GET /movies HTTP/1.1" 401 -
::1 - - [13/May/2023:16:33:06 +0000] "GET /movies HTTP/1.1" 401 -
::1 - - [13/May/2023:16:33:44 +0000] "GET /movies HTTP/1.1" 401 -
::1 - - [13/May/2023:16:34:50 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [13/May/2023:16:38:57 +0000] "GET /movies HTTP/1.1" 200 7593
::1 - - [13/May/2023:16:43:04 +0000] "POST /movies HTTP/1.1" 404 146
::1 - - [13/May/2023:16:51:11 +0000] "GET /movies HTTP/1.1" 200 7593
::1 - - [13/May/2023:17:02:17 +0000] "PUT /movies/63dbde471501e60be220b0d7 HTTP/1.1" 404 170
::1 - - [13/May/2023:17:02:49 +0000] "PUT /movies/63dbde471501e60be220b0d7 HTTP/1.1" 200 660
::1 - - [13/May/2023:17:03:15 +0000] "GET /movies HTTP/1.1" 200 7681
::1 - - [13/May/2023:17:05:34 +0000] "PUT /movies/63dbded01501e60be220b0d8 HTTP/1.1" 200 876
::1 - - [13/May/2023:17:06:23 +0000] "PUT /movies/63dbdf511501e60be220b0d9 HTTP/1.1" 200 959
::1 - - [13/May/2023:21:29:40 +0000] "PUT /movies/63dbdfbc1501e60be220b0da%0A HTTP/1.1" 500 126
::1 - - [13/May/2023:21:31:07 +0000] "PUT /movies/63dbdfbc1501e60be220b0da%0A HTTP/1.1" 500 126
::1 - - [13/May/2023:21:31:22 +0000] "PUT /movies/63dbdfbc1501e60be220b0da HTTP/1.1" 200 881
::1 - - [13/May/2023:21:31:53 +0000] "PUT /movies/63dbe0641501e60be220b0db HTTP/1.1" 200 759
::1 - - [13/May/2023:21:32:09 +0000] "PUT /movies/63dbe0cc1501e60be220b0dc HTTP/1.1" 200 986
::1 - - [13/May/2023:21:32:33 +0000] "PUT /movies/63dbe5db1501e60be220b0dd HTTP/1.1" 200 911
::1 - - [13/May/2023:21:33:00 +0000] "PUT /movies/63dbe65a1501e60be220b0de HTTP/1.1" 200 1102
::1 - - [13/May/2023:21:33:20 +0000] "PUT /movies/63dbe72a1501e60be220b0df HTTP/1.1" 200 663
::1 - - [13/May/2023:21:33:36 +0000] "PUT /movies/63dbe7b91501e60be220b0e0 HTTP/1.1" 200 757
::1 - - [19/May/2023:17:12:43 +0000] "GET /movies HTTP/1.1" 200 8565
::1 - - [19/May/2023:17:12:48 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [19/May/2023:17:15:47 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [19/May/2023:17:16:10 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [19/May/2023:17:19:33 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [19/May/2023:17:22:21 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [19/May/2023:17:22:54 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [20/May/2023:20:53:56 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [20/May/2023:20:54:06 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [20/May/2023:20:54:19 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [20/May/2023:20:54:47 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [20/May/2023:20:54:56 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [20/May/2023:20:56:10 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [20/May/2023:20:56:47 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [20/May/2023:20:56:49 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [20/May/2023:20:59:48 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [20/May/2023:21:01:09 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [20/May/2023:21:23:30 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [20/May/2023:21:27:05 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [20/May/2023:21:27:11 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [20/May/2023:21:27:16 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [20/May/2023:21:27:53 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [20/May/2023:21:28:27 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [20/May/2023:21:28:43 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [20/May/2023:21:29:06 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [20/May/2023:21:29:07 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [20/May/2023:21:29:16 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [20/May/2023:21:29:25 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [24/May/2023:13:07:46 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [24/May/2023:13:10:09 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [24/May/2023:13:10:23 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [24/May/2023:13:12:05 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [24/May/2023:13:12:11 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [24/May/2023:13:14:42 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [24/May/2023:13:14:58 +0000] "GET /movies HTTP/1.1" 200 8565
::1 - - [24/May/2023:13:16:15 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [24/May/2023:13:20:12 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [24/May/2023:13:21:08 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [24/May/2023:13:22:31 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [24/May/2023:13:26:10 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [24/May/2023:13:28:24 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [24/May/2023:13:30:37 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [24/May/2023:13:31:56 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [24/May/2023:13:34:09 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [24/May/2023:13:37:16 +0000] "GET /movies HTTP/1.1" - -
::1 - - [24/May/2023:13:37:18 +0000] "GET /movies HTTP/1.1" 200 8565
::1 - - [24/May/2023:13:38:26 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [24/May/2023:13:38:35 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [24/May/2023:13:39:14 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [24/May/2023:13:39:15 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [24/May/2023:13:39:25 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [24/May/2023:13:40:00 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [24/May/2023:13:40:01 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [24/May/2023:13:42:13 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [24/May/2023:13:42:18 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [24/May/2023:13:42:31 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [24/May/2023:13:43:26 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [24/May/2023:13:45:14 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [24/May/2023:13:45:54 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [24/May/2023:13:46:07 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [24/May/2023:13:46:20 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [24/May/2023:13:46:34 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [24/May/2023:13:57:42 +0000] "GET /movies HTTP/1.1" 200 8565
::1 - - [24/May/2023:13:57:55 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [24/May/2023:13:59:03 +0000] "GET /movies HTTP/1.1" 200 8565
::1 - - [25/May/2023:00:55:13 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [25/May/2023:00:55:22 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [25/May/2023:00:56:32 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [25/May/2023:00:57:35 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [25/May/2023:00:59:32 +0000] "GET /movies HTTP/1.1" 304 -
::1 - - [25/May/2023:00:59:54 +0000] "GET /movies HTTP/1.1" 304 -
